MONTH,YEAR,VEHICLE_TYPE,SCENARIO,LGA,VALUE
Jun,2023,RES_SMALL,LOW,Moonee Valley,6.0
Jun,2023,RES_SMALL,LOW,Moonee Valley,6.0
Jun,2023,RES_SMALL,LOW,Moonee Valley,32.0
Jun,2023,RES_SMALL,LOW,Moonee Valley,11.0
Jun,2023,RES_SMALL,LOW,Hume,3.0
Jun,2023,RES_SMALL,LOW,Hume,5.0
Jun,2023,RES_SMALL,LOW,Hume,1.0
Jun,2023,RES_SMALL,LOW,Melbourne,13.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,3.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,11.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,5.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,24.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,3.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,6.0
Jun,2023,RES_SMALL,LOW,Merri-Bek,7.0
Jun,2023,RES_SMALL,LOW,Hume,1.0
Jun,2023,RES_SMALL,LOW,Hume,27.0
Jun,2023,RES_SMALL,LOW,Yarra,8.0
Jun,2023,RES_SMALL,LOW,Yarra,9.0
Jun,2023,RES_SMALL,LOW,Yarra,4.0
Jun,2023,RES_SMALL,LOW,Yarra,7.0
Jun,2023,RES_SMALL,LOW,Darebin,12.0
Jun,2023,RES_SMALL,LOW,Darebin,5.0
Jun,2023,RES_SMALL,LOW,Darebin,13.0
Jun,2023,RES_SMALL,LOW,Darebin,12.0
Jun,2023,RES_SMALL,LOW,Whittlesea,8.0
Jun,2023,RES_SMALL,LOW,Whittlesea,4.0
Jun,2023,RES_SMALL,LOW,Whittlesea,38.0
Jun,2023,RES_SMALL,LOW,Darebin,6.0
Jun,2023,RES_SMALL,LOW,Banyule,3.0
Jun,2023,RES_SMALL,LOW,Darebin,8.0
Jun,2023,RES_SMALL,LOW,Banyule,10.0
Jun,2023,RES_SMALL,LOW,Banyule,4.0
Jun,2023,RES_SMALL,LOW,Banyule,2.0
Jun,2023,RES_SMALL,LOW,Nillumbik,3.0
Jun,2023,RES_SMALL,LOW,Banyule,3.0
Jun,2023,RES_SMALL,LOW,Nillumbik,3.0
Jun,2023,RES_SMALL,LOW,Nillumbik,11.0
Jun,2023,RES_SMALL,LOW,Nillumbik,1.0
Jun,2023,RES_SMALL,LOW,Nillumbik,1.0
Jun,2023,RES_SMALL,LOW,Nillumbik,2.0
Jun,2023,RES_SMALL,LOW,Boroondara,25.0
Jun,2023,RES_SMALL,LOW,Boroondara,5.0
Jun,2023,RES_SMALL,LOW,Boroondara,11.0
Jun,2023,RES_SMALL,LOW,Boroondara,13.0
Jun,2023,RES_SMALL,LOW,Manningham,3.0
Jun,2023,RES_SMALL,LOW,Manningham,11.0
Jun,2023,RES_SMALL,LOW,Manningham,1.0
Jun,2023,RES_SMALL,LOW,Manningham,8.0
Jun,2023,RES_SMALL,LOW,Manningham,10.0
Jun,2023,RES_SMALL,LOW,Manningham,10.0
Jun,2023,RES_SMALL,LOW,Yarra,41.0
Jun,2023,RES_SMALL,LOW,Boroondara,16.0
Jun,2023,RES_SMALL,LOW,Boroondara,8.0
Jun,2023,RES_SMALL,LOW,Boroondara,21.0
Jun,2023,RES_SMALL,LOW,Boroondara,9.0
Jun,2023,RES_SMALL,LOW,Boroondara,9.0
Jun,2023,RES_SMALL,LOW,Whitehorse,7.0
Jun,2023,RES_SMALL,LOW,Boroondara,6.0
Jun,2023,RES_SMALL,LOW,Whitehorse,14.0
Jun,2023,RES_SMALL,LOW,Whitehorse,8.0
Jun,2023,RES_SMALL,LOW,Maroondah,10.0
Jun,2023,RES_SMALL,LOW,Maroondah,6.0
Jun,2023,RES_SMALL,LOW,Maroondah,10.0
Jun,2023,RES_SMALL,LOW,Maroondah,2.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,2.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,4.0
Jun,2023,RES_SMALL,LOW,Stonnington,22.0
Jun,2023,RES_SMALL,LOW,Stonnington,25.0
Jun,2023,RES_SMALL,LOW,Stonnington,9.0
Jun,2023,RES_SMALL,LOW,Stonnington,12.0
Jun,2023,RES_SMALL,LOW,Monash,21.0
Jun,2023,RES_SMALL,LOW,Monash,26.0
Jun,2023,RES_SMALL,LOW,Whitehorse,4.0
Jun,2023,RES_SMALL,LOW,Knox,14.0
Jun,2023,RES_SMALL,LOW,Maroondah,5.0
Jun,2023,RES_SMALL,LOW,Maroondah,4.0
Jun,2023,RES_SMALL,LOW,Maroondah,12.0
Jun,2023,RES_SMALL,LOW,Glen Eira,11.0
Jun,2023,RES_SMALL,LOW,Glen Eira,9.0
Jun,2023,RES_SMALL,LOW,Glen Eira,10.0
Jun,2023,RES_SMALL,LOW,Kingston,15.0
Jun,2023,RES_SMALL,LOW,Monash,9.0
Jun,2023,RES_SMALL,LOW,Monash,1.0
Jun,2023,RES_SMALL,LOW,Monash,11.0
Jun,2023,RES_SMALL,LOW,Monash,4.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,10.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,8.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,8.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,57.0
Jun,2023,RES_SMALL,LOW,Knox,11.0
Jun,2023,RES_SMALL,LOW,Knox,6.0
Jun,2023,RES_SMALL,LOW,Stonnington,8.0
Jun,2023,RES_SMALL,LOW,Stonnington,8.0
Jun,2023,RES_SMALL,LOW,Port Phillip,5.0
Jun,2023,RES_SMALL,LOW,Glen Eira,5.0
Jun,2023,RES_SMALL,LOW,Bayside,23.0
Jun,2023,RES_SMALL,LOW,Kingston,12.0
Jun,2023,RES_SMALL,LOW,Bayside,3.0
Jun,2023,RES_SMALL,LOW,Bayside,3.0
Jun,2023,RES_SMALL,LOW,Kingston,6.0
Jun,2023,RES_SMALL,LOW,Kingston,9.0
Jun,2023,RES_SMALL,LOW,Kingston,4.0
Jun,2023,RES_SMALL,LOW,Kingston,16.0
Jun,2023,RES_SMALL,LOW,Kingston,5.0
Jun,2023,RES_SMALL,LOW,Kingston,4.0
Jun,2023,RES_SMALL,LOW,Frankston,11.0
Jun,2023,RES_SMALL,LOW,Kingston,7.0
Jun,2023,RES_SMALL,LOW,Glen Eira,12.0
Jun,2023,RES_SMALL,LOW,Port Phillip,12.0
Jun,2023,RES_SMALL,LOW,Port Phillip,8.0
Jun,2023,RES_SMALL,LOW,Port Phillip,15.0
Jun,2023,RES_SMALL,LOW,Whittlesea,4.0
Jun,2023,RES_SMALL,LOW,Whittlesea,4.0
Jun,2023,RES_SMALL,LOW,Whittlesea,8.0
Jun,2023,RES_SMALL,LOW,Whittlesea,3.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Yarra Ranges,1.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,6.0
Jun,2023,RES_SMALL,LOW,Casey,21.0
Jun,2023,RES_SMALL,LOW,Casey,19.0
Jun,2023,RES_SMALL,LOW,Casey,4.0
Jun,2023,RES_SMALL,LOW,Cardinia,10.0
Jun,2023,RES_SMALL,LOW,Cardinia,1.0
Jun,2023,RES_SMALL,LOW,Cardinia,1.0
Jun,2023,RES_SMALL,LOW,Cardinia,1.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,3.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,3.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,10.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,10.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,LOW,Mornington Peninsula,8.0
Jun,2023,RES_SMALL,LOW,Greater Dandenong,4.0
Jun,2023,RES_SMALL,LOW,Casey,15.0
Jun,2023,RES_SMALL,LOW,Casey,1.0
Jun,2023,RES_SMALL,LOW,Cardinia,2.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,50.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,9.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,6.0
Jun,2023,RES_SMALL,MEDIUM,Port Phillip,24.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,16.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,19.0
Jun,2023,RES_SMALL,MEDIUM,Maribyrnong,10.0
Jun,2023,RES_SMALL,MEDIUM,Maribyrnong,6.0
Jun,2023,RES_SMALL,MEDIUM,Maribyrnong,7.0
Jun,2023,RES_SMALL,MEDIUM,Hobsons Bay,3.0
Jun,2023,RES_SMALL,MEDIUM,Hobsons Bay,6.0
Jun,2023,RES_SMALL,MEDIUM,Maribyrnong,1.0
Jun,2023,RES_SMALL,MEDIUM,Brimbank,10.0
Jun,2023,RES_SMALL,MEDIUM,Brimbank,7.0
Jun,2023,RES_SMALL,MEDIUM,Hobsons Bay,4.0
Jun,2023,RES_SMALL,MEDIUM,Hobsons Bay,1.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,3.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,11.0
Jun,2023,RES_SMALL,MEDIUM,Brimbank,3.0
Jun,2023,RES_SMALL,MEDIUM,Brimbank,1.0
Jun,2023,RES_SMALL,MEDIUM,Brimbank,7.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,12.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,6.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,6.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,32.0
Jun,2023,RES_SMALL,MEDIUM,Moonee Valley,11.0
Jun,2023,RES_SMALL,MEDIUM,Hume,3.0
Jun,2023,RES_SMALL,MEDIUM,Hume,5.0
Jun,2023,RES_SMALL,MEDIUM,Hume,1.0
Jun,2023,RES_SMALL,MEDIUM,Melbourne,13.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,3.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,11.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,5.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,24.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,3.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,6.0
Jun,2023,RES_SMALL,MEDIUM,Merri-Bek,7.0
Jun,2023,RES_SMALL,MEDIUM,Hume,1.0
Jun,2023,RES_SMALL,MEDIUM,Hume,27.0
Jun,2023,RES_SMALL,MEDIUM,Yarra,8.0
Jun,2023,RES_SMALL,MEDIUM,Yarra,9.0
Jun,2023,RES_SMALL,MEDIUM,Yarra,4.0
Jun,2023,RES_SMALL,MEDIUM,Yarra,7.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,12.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,5.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,13.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,12.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,8.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,4.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,38.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,6.0
Jun,2023,RES_SMALL,MEDIUM,Banyule,3.0
Jun,2023,RES_SMALL,MEDIUM,Darebin,8.0
Jun,2023,RES_SMALL,MEDIUM,Banyule,10.0
Jun,2023,RES_SMALL,MEDIUM,Banyule,4.0
Jun,2023,RES_SMALL,MEDIUM,Banyule,2.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,3.0
Jun,2023,RES_SMALL,MEDIUM,Banyule,3.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,3.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,11.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,1.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,1.0
Jun,2023,RES_SMALL,MEDIUM,Nillumbik,2.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,25.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,5.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,11.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,13.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,3.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,11.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,1.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,8.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,10.0
Jun,2023,RES_SMALL,MEDIUM,Manningham,10.0
Jun,2023,RES_SMALL,MEDIUM,Yarra,41.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,16.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,8.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,21.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,9.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,9.0
Jun,2023,RES_SMALL,MEDIUM,Whitehorse,7.0
Jun,2023,RES_SMALL,MEDIUM,Boroondara,6.0
Jun,2023,RES_SMALL,MEDIUM,Whitehorse,14.0
Jun,2023,RES_SMALL,MEDIUM,Whitehorse,8.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,10.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,6.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,10.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,2.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,2.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,4.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,22.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,25.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,9.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,12.0
Jun,2023,RES_SMALL,MEDIUM,Monash,21.0
Jun,2023,RES_SMALL,MEDIUM,Monash,26.0
Jun,2023,RES_SMALL,MEDIUM,Whitehorse,4.0
Jun,2023,RES_SMALL,MEDIUM,Knox,14.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,5.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,4.0
Jun,2023,RES_SMALL,MEDIUM,Maroondah,12.0
Jun,2023,RES_SMALL,MEDIUM,Glen Eira,11.0
Jun,2023,RES_SMALL,MEDIUM,Glen Eira,9.0
Jun,2023,RES_SMALL,MEDIUM,Glen Eira,10.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,15.0
Jun,2023,RES_SMALL,MEDIUM,Monash,9.0
Jun,2023,RES_SMALL,MEDIUM,Monash,1.0
Jun,2023,RES_SMALL,MEDIUM,Monash,11.0
Jun,2023,RES_SMALL,MEDIUM,Monash,4.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,10.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,8.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,8.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,57.0
Jun,2023,RES_SMALL,MEDIUM,Knox,11.0
Jun,2023,RES_SMALL,MEDIUM,Knox,6.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,8.0
Jun,2023,RES_SMALL,MEDIUM,Stonnington,8.0
Jun,2023,RES_SMALL,MEDIUM,Port Phillip,5.0
Jun,2023,RES_SMALL,MEDIUM,Glen Eira,5.0
Jun,2023,RES_SMALL,MEDIUM,Bayside,23.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,12.0
Jun,2023,RES_SMALL,MEDIUM,Bayside,3.0
Jun,2023,RES_SMALL,MEDIUM,Bayside,3.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,6.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,9.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,4.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,16.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,5.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,4.0
Jun,2023,RES_SMALL,MEDIUM,Frankston,11.0
Jun,2023,RES_SMALL,MEDIUM,Kingston,7.0
Jun,2023,RES_SMALL,MEDIUM,Glen Eira,12.0
Jun,2023,RES_SMALL,MEDIUM,Port Phillip,12.0
Jun,2023,RES_SMALL,MEDIUM,Port Phillip,8.0
Jun,2023,RES_SMALL,MEDIUM,Port Phillip,15.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,4.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,4.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,8.0
Jun,2023,RES_SMALL,MEDIUM,Whittlesea,3.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Yarra Ranges,1.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,6.0
Jun,2023,RES_SMALL,MEDIUM,Casey,21.0
Jun,2023,RES_SMALL,MEDIUM,Casey,19.0
Jun,2023,RES_SMALL,MEDIUM,Casey,4.0
Jun,2023,RES_SMALL,MEDIUM,Cardinia,10.0
Jun,2023,RES_SMALL,MEDIUM,Cardinia,1.0
Jun,2023,RES_SMALL,MEDIUM,Cardinia,1.0
Jun,2023,RES_SMALL,MEDIUM,Cardinia,1.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,3.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,2.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,3.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,10.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,10.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,1.0
Jun,2023,RES_SMALL,MEDIUM,Mornington Peninsula,8.0
Jun,2023,RES_SMALL,MEDIUM,Greater Dandenong,4.0
Jun,2023,RES_SMALL,MEDIUM,Casey,15.0
Jun,2023,RES_SMALL,MEDIUM,Casey,1.0
Jun,2023,RES_SMALL,MEDIUM,Cardinia,2.0
Jun,2023,RES_SMALL,HIGH,Melbourne,50.0
Jun,2023,RES_SMALL,HIGH,Melbourne,9.0
Jun,2023,RES_SMALL,HIGH,Melbourne,6.0
Jun,2023,RES_SMALL,HIGH,Port Phillip,24.0
Jun,2023,RES_SMALL,HIGH,Melbourne,16.0
Jun,2023,RES_SMALL,HIGH,Melbourne,19.0
Jun,2023,RES_SMALL,HIGH,Maribyrnong,10.0
Jun,2023,RES_SMALL,HIGH,Maribyrnong,6.0
Jun,2023,RES_SMALL,HIGH,Maribyrnong,7.0
Jun,2023,RES_SMALL,HIGH,Hobsons Bay,3.0
Jun,2023,RES_SMALL,HIGH,Hobsons Bay,6.0
Jun,2023,RES_SMALL,HIGH,Maribyrnong,1.0
Jun,2023,RES_SMALL,HIGH,Brimbank,10.0
Jun,2023,RES_SMALL,HIGH,Brimbank,7.0
Jun,2023,RES_SMALL,HIGH,Hobsons Bay,4.0
Jun,2023,RES_SMALL,HIGH,Hobsons Bay,1.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,3.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,11.0
Jun,2023,RES_SMALL,HIGH,Brimbank,3.0
Jun,2023,RES_SMALL,HIGH,Brimbank,1.0
Jun,2023,RES_SMALL,HIGH,Brimbank,7.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,12.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,6.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,6.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,32.0
Jun,2023,RES_SMALL,HIGH,Moonee Valley,11.0
Jun,2023,RES_SMALL,HIGH,Hume,3.0
Jun,2023,RES_SMALL,HIGH,Hume,5.0
Jun,2023,RES_SMALL,HIGH,Hume,1.0
Jun,2023,RES_SMALL,HIGH,Melbourne,13.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,3.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,11.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,5.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,24.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,3.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,6.0
Jun,2023,RES_SMALL,HIGH,Merri-Bek,7.0
Jun,2023,RES_SMALL,HIGH,Hume,1.0
Jun,2023,RES_SMALL,HIGH,Hume,27.0
Jun,2023,RES_SMALL,HIGH,Yarra,8.0
Jun,2023,RES_SMALL,HIGH,Yarra,9.0
Jun,2023,RES_SMALL,HIGH,Yarra,4.0
Jun,2023,RES_SMALL,HIGH,Yarra,7.0
Jun,2023,RES_SMALL,HIGH,Darebin,12.0
Jun,2023,RES_SMALL,HIGH,Darebin,5.0
Jun,2023,RES_SMALL,HIGH,Darebin,13.0
Jun,2023,RES_SMALL,HIGH,Darebin,12.0
Jun,2023,RES_SMALL,HIGH,Whittlesea,8.0
Jun,2023,RES_SMALL,HIGH,Whittlesea,4.0
Jun,2023,RES_SMALL,HIGH,Whittlesea,38.0
Jun,2023,RES_SMALL,HIGH,Darebin,6.0
Jun,2023,RES_SMALL,HIGH,Banyule,3.0
Jun,2023,RES_SMALL,HIGH,Darebin,8.0
Jun,2023,RES_SMALL,HIGH,Banyule,10.0
Jun,2023,RES_SMALL,HIGH,Banyule,4.0
Jun,2023,RES_SMALL,HIGH,Banyule,2.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,3.0
Jun,2023,RES_SMALL,HIGH,Banyule,3.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,3.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,11.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,1.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,1.0
Jun,2023,RES_SMALL,HIGH,Nillumbik,2.0
Jun,2023,RES_SMALL,HIGH,Boroondara,25.0
Jun,2023,RES_SMALL,HIGH,Boroondara,5.0
Jun,2023,RES_SMALL,HIGH,Boroondara,11.0
Jun,2023,RES_SMALL,HIGH,Boroondara,13.0
Jun,2023,RES_SMALL,HIGH,Manningham,3.0
Jun,2023,RES_SMALL,HIGH,Manningham,11.0
Jun,2023,RES_SMALL,HIGH,Manningham,1.0
Jun,2023,RES_SMALL,HIGH,Manningham,8.0
Jun,2023,RES_SMALL,HIGH,Manningham,10.0
Jun,2023,RES_SMALL,HIGH,Manningham,10.0
Jun,2023,RES_SMALL,HIGH,Yarra,41.0
Jun,2023,RES_SMALL,HIGH,Boroondara,16.0
Jun,2023,RES_SMALL,HIGH,Boroondara,8.0
Jun,2023,RES_SMALL,HIGH,Boroondara,21.0
Jun,2023,RES_SMALL,HIGH,Boroondara,9.0
Jun,2023,RES_SMALL,HIGH,Boroondara,9.0
Jun,2023,RES_SMALL,HIGH,Whitehorse,7.0
Jun,2023,RES_SMALL,HIGH,Boroondara,6.0
Jun,2023,RES_SMALL,HIGH,Whitehorse,14.0
Jun,2023,RES_SMALL,HIGH,Whitehorse,8.0
Jun,2023,RES_SMALL,HIGH,Maroondah,10.0
Jun,2023,RES_SMALL,HIGH,Maroondah,6.0
Jun,2023,RES_SMALL,HIGH,Maroondah,10.0
Jun,2023,RES_SMALL,HIGH,Maroondah,2.0
Jun,2023,RES_SMALL,HIGH,Yarra Ranges,2.0
Jun,2023,RES_SMALL,HIGH,Yarra Ranges,4.0
Jun,2023,RES_SMALL,HIGH,Stonnington,22.0
Jun,2023,RES_SMALL,HIGH,Stonnington,25.0
Jun,2023,RES_SMALL,HIGH,Stonnington,9.0
Jun,2023,RES_SMALL,HIGH,Stonnington,12.0
Jun,2023,RES_SMALL,HIGH,Monash,21.0
Jun,2023,RES_SMALL,HIGH,Monash,26.0
Jun,2023,RES_SMALL,HIGH,Whitehorse,4.0
Jun,2023,RES_SMALL,HIGH,Knox,14.0
Jun,2023,RES_SMALL,HIGH,Maroondah,5.0
Jun,2023,RES_SMALL,HIGH,Maroondah,4.0
Jun,2023,RES_SMALL,HIGH,Maroondah,12.0
Jun,2023,RES_SMALL,HIGH,Glen Eira,11.0
Jun,2023,RES_SMALL,HIGH,Glen Eira,9.0
Jun,2023,RES_SMALL,HIGH,Glen Eira,10.0
Jun,2023,RES_SMALL,HIGH,Kingston,15.0
Jun,2023,RES_SMALL,HIGH,Monash,9.0
Jun,2023,RES_SMALL,HIGH,Monash,1.0
Jun,2023,RES_SMALL,HIGH,Monash,11.0
Jun,2023,RES_SMALL,HIGH,Monash,4.0
Jun,2023,RES_SMALL,HIGH,Greater Dandenong,10.0
Jun,2023,RES_SMALL,HIGH,Greater Dandenong,8.0
Jun,2023,RES_SMALL,HIGH,Greater Dandenong,8.0
Jun,2023,RES_SMALL,HIGH,Greater Dandenong,57.0
Jun,2023,RES_SMALL,HIGH,Knox,11.0
Jun,2023,RES_SMALL,HIGH,Knox,6.0
Jun,2023,RES_SMALL,HIGH,Stonnington,8.0
Jun,2023,RES_SMALL,HIGH,Stonnington,8.0
Jun,2023,RES_SMALL,HIGH,Port Phillip,5.0
Jun,2023,RES_SMALL,HIGH,Glen Eira,5.0
Jun,2023,RES_SMALL,HIGH,Bayside,23.0
Jun,2023,RES_SMALL,HIGH,Kingston,12.0
Jun,2023,RES_SMALL,HIGH,Bayside,3.0
Jun,2023,RES_SMALL,HIGH,Bayside,3.0
Jun,2023,RES_SMALL,HIGH,Kingston,6.0
Jun,2023,RES_SMALL,HIGH,Kingston,9.0
Jun,2023,RES_SMALL,HIGH,Kingston,4.0
Jun,2023,RES_SMALL,HIGH,Kingston,16.0
Jun,2023,RES_SMALL,HIGH,Kingston,5.0
Jun,2023,RES_SMALL,HIGH,Kingston,4.0
Jun,2023,RES_SMALL,HIGH,Frankston,11.0
Jun,2023,RES_SMALL,HIGH,Kingston,7.0
Jun,2023,RES_SMALL,HIGH,Glen Eira,12.0
Jun,2023,RES_SMALL,HIGH,Port Phillip,12.0
Jun,2023,RES_SMALL,HIGH,Port Phillip,8.0
Jun,2023,RES_SMALL,HIGH,Port Phillip,15.0
